Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     938/176508      EncLib::xInitSPS(SPS&) <cycle 1> [174]
                0.00    0.00     102/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00     938/3699        EncLib::xInitVPS(SPS const&) [179]
                0.00    0.00     747/938         DCI::~DCI() [197]
                0.00    0.00      26/51          EncAdaptiveLoopFilter::~EncAdaptiveLoopFilter() [239]
-----------------------------------------------
                0.00    0.00     994/994         Exception& Exception::operator<< <unsigned int>(unsigned int) [9]
[31]     1.5    0.00    0.00     994         CoeffCodingContext::deriveRiceExt(int, int const*, int) [31]
                0.00    0.00    2714/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
-----------------------------------------------
                                                 <spontaneous>
[32]     1.4    0.00    0.00                 std::vector<EncApp*, std::allocator<EncApp*> >::_M_default_append(unsigned long) [32]
                0.00    0.00    1642/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00     821/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
-----------------------------------------------
                                                 <spontaneous>
[33]     1.4    0.00    0.00                 CtxStore<BinProbModel_Std>::CtxStore(CtxStore<BinProbModel_Std> const&) [33]
                0.00    0.00    2132/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00      72/989         EncLib::EncLib(EncLibCommon*) [30]
                0.00    0.00      72/176508      EncLib::init(AUWriterIf*) <cycle 1> [175]
-----------------------------------------------
                                                 <spontaneous>
[34]     1.3    0.00    0.00                 CtxStore<BinProbModel_Std>::copyFrom(CtxStore<BinProbModel_Std> const&, CtxSet const&) [34]
                0.00    0.00    2380/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00    1190/3699        EncLib::xInitVPS(SPS const&) [179]
-----------------------------------------------
                                                 <spontaneous>
[35]     1.3    0.00    0.00                 separateFields(short*, short*, unsigned int, unsigned int, unsigned int, bool) [35]
                0.00    0.00    2318/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
-----------------------------------------------
                                                 <spontaneous>
[36]     1.3    0.00    0.00                 isPicEncoded(int, int, int, int, int) [36]
                0.00    0.00     550/550         EncGOP::init(EncLib*) [37]
                0.00    0.00       1/550         removeHighFreq(short*, int, short const*, int, int, int) [55]
                0.00    0.00       1/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
-----------------------------------------------
                0.00    0.00     550/550         isPicEncoded(int, int, int, int, int) [36]
[37]     1.3    0.00    0.00     550         EncGOP::init(EncLib*) [37]
                0.00    0.00     765/786         EncGOP::destroy() [47]
                0.00    0.00     549/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00      40/176508      main <cycle 1> [160]
                0.00    0.00      40/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
-----------------------------------------------
                                                 <spontaneous>
[38]     1.3    0.00    0.00                 DeriveCtx::CtxModeConsFlag(CodingStructure const&, Partitioner&) [38]
                0.00    0.00     852/176508      RdCostWeightPrediction::xGetHADsw(DistParam const&) <cycle 1> [171]
                0.00    0.00     746/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00      38/876         MergeCtx::setMergeInfo(PredictionUnit&, int) [8]
                0.00    0.00       5/4307        CoeffCodingContext::initSubblock(int, bool) [116]
-----------------------------------------------
                                                 <spontaneous>
[39]     1.2    0.00    0.00                 EfficientFieldIRAPMapping::initialize(bool, int, int, int, int, EncGOP*, EncCfg*) [39]
                0.00    0.00     549/550         removeHighFreq(short*, int, short const*, int, int, int) [55]
                0.00    0.00    1100/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
-----------------------------------------------
                                                 <spontaneous>
[40]     1.2    0.00    0.00                 SMultiValueInput<bool>::readValues(std::istream&) [40]
                0.00    0.00     529/800         SMultiValueInput<unsigned int>::readValue(char const*&, bool&) [48]
                0.00    0.00     414/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00     324/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00      55/55          df::program_options_lite::Option<SMultiValueInput<unsigned int> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [78]
-----------------------------------------------
                                                 <spontaneous>
[41]     1.1    0.00    0.00                 BinProbModel_Std::init(int, int) [41]
                0.00    0.00    1912/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
-----------------------------------------------
                0.00    0.00     150/150         CtxStore<BinProbModel_Std>::CtxStore(bool) [17]
[42]     1.1    0.00    0.00     150         EncLib::APSNeedsWriting(int) [42]
                0.00    0.00    1876/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
-----------------------------------------------
                                                 <spontaneous>
[43]     1.0    0.00    0.00                 void RdCost::_initRdCostX86<(X86_VEXT)4>() [43]
                0.00    0.00    1432/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00     416/176508      void simdFilter<(X86_VEXT)4, 2, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [170]
-----------------------------------------------
                                                 <spontaneous>
[44]     1.0    0.00    0.00                 EncGOP::xPicInitHashME(Picture*, PPS const*, std::__cxx11::list<Picture*, std::allocator<Picture*> >&) [44]
                0.00    0.00    1465/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00     183/176508      EncGOP::xFindDistortionPlane(AreaBuf<short const> const&, AreaBuf<short const> const&, unsigned int, unsigned int, unsigned int) <cycle 1> [220]
                0.00    0.00     183/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
-----------------------------------------------
                                                 <spontaneous>
[45]     1.0    0.00    0.00                 df::program_options_lite::Option<SMultiValueInput<bool> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [45]
                0.00    0.00    1402/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00     424/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00     641/772         df::program_options_lite::Option<bool>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [204]
-----------------------------------------------
                                                 <spontaneous>
[46]     1.0    0.00    0.00                 CtxStore<BinProbModel_Std>::estFracBits(unsigned int, unsigned int) const [46]
                0.00    0.00    1776/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
-----------------------------------------------
                0.00    0.00       1/786         SampleAdaptiveOffset::invertQuantOffsets(ComponentID, int, int, int*, int*) [140]
                0.00    0.00      10/786         void paddingSimd<(X86_VEXT)1>(short*, int, int, int, int) [105]
                0.00    0.00      10/786         void addAvg_SSE<(X86_VEXT)1, 8>(short const*, int, short const*, int, short*, int, int, int, int, int, ClpRng const&) [101]
                0.00    0.00     765/786         EncGOP::init(EncLib*) [37]
[47]     1.0    0.00    0.00     786         EncGOP::destroy() [47]
                0.00    0.00    1491/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00     216/176508      main <cycle 1> [160]
                0.00    0.00       4/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00     765/8764        VPS::deriveTargetOLSIdx() [173]
-----------------------------------------------
                0.00    0.00      47/800         applyPROFCore(short*, int, short const*, int, int, int, short const*, short const*, int, int const*, int const*, int, bool const&, int, short, ClpRng const&) [15]
                0.00    0.00     224/800         std::vector<bool, std::allocator<bool> >::_M_insert_aux(std::_Bit_iterator, bool) [74]
                0.00    0.00     529/800         SMultiValueInput<bool>::readValues(std::istream&) [40]
[48]     0.9    0.00    0.00     800         SMultiValueInput<unsigned int>::readValue(char const*&, bool&) [48]
                0.00    0.00    1600/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00      39/39          SMultiValueInput<double>::readValues(std::istream&) [110]
-----------------------------------------------
                                                 <spontaneous>
[49]     0.9    0.00    0.00                 Ctx::Ctx(BinProbModel_Std const*) [49]
                0.00    0.00    1626/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
-----------------------------------------------
                                                 <spontaneous>
[50]     0.8    0.00    0.00                 std::_Rb_tree_iterator<std::pair<int const, ParameterSetMap<APS>::MapData<APS> > > std::_Rb_tree<int, std::pair<int const, ParameterSetMap<APS>::MapData<APS> >, std::_Select1st<std::pair<int const, ParameterSetMap<APS>::MapData<APS> > >, std::less<int>, std::allocator<std::pair<int const, ParameterSetMap<APS>::MapData<APS> > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, ParameterSetMap<APS>::MapData<APS> > >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [50]
                0.00    0.00    1455/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00     990/990         UnitBuf<short>::operator UnitBuf<short const>() const [193]
-----------------------------------------------
                0.00    0.00     914/914         std::vector<unsigned short, std::allocator<unsigned short> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned long, unsigned short const&) [4]
[51]     0.8    0.00    0.00     914         unsigned long RdCost::xGetSADwMask_SIMD<(X86_VEXT)4>(DistParam const&) [51]
                0.00    0.00    1428/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00       3/176508      void simdFilter<(X86_VEXT)4, 2, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [170]
                0.00    0.00       3/176508      void simdFilter<(X86_VEXT)4, 2, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [181]
-----------------------------------------------
                0.00    0.00       6/6           EncGOP::getNalUnitType(int, int, bool) [22]
[52]     0.7    0.00    0.00       6         void std::vector<SubPic, std::allocator<SubPic> >::_M_realloc_insert<SubPic>(__gnu_cxx::__normal_iterator<SubPic*, std::vector<SubPic, std::allocator<SubPic> > >, SubPic&&) [52]
                0.00    0.00     896/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00     361/176508      Analyze::printOut(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, ChromaFormat, bool, bool, bool, bool, bool, BitDepths const&, bool, bool) <cycle 1> [213]
                0.00    0.00     511/1378        RateCtrl::getRCPic() [187]
-----------------------------------------------
                                                 <spontaneous>
[53]     0.7    0.00    0.00                 addBIOAvgCore(short const*, int, short const*, int, short*, int, short const*, short const*, short const*, short const*, int, int, int, int, int, int, int, ClpRng const&) [53]
                0.00    0.00    1070/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00      78/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
-----------------------------------------------
                                                 <spontaneous>
[54]     0.6    0.00    0.00                 removeWeightHighFreq(short*, int, short const*, int, int, int, int, int) [54]
                0.00    0.00     890/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00     234/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00     270/821         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [clone .constprop.0] [202]
-----------------------------------------------
                0.00    0.00       1/550         isPicEncoded(int, int, int, int, int) [36]
                0.00    0.00     549/550         EfficientFieldIRAPMapping::initialize(bool, int, int, int, int, EncGOP*, EncCfg*) [39]
[55]     0.6    0.00    0.00     550         removeHighFreq(short*, int, short const*, int, int, int) [55]
                0.00    0.00    1102/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00       2/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00       2/176508      RdCostWeightPrediction::xGetHADsw(DistParam const&) <cycle 1> [171]
                0.00    0.00       1/301         df::program_options_lite::Option<unsigned int>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [77]
                0.00    0.00     550/821         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [clone .constprop.0] [202]
-----------------------------------------------
                                                 <spontaneous>
[56]     0.6    0.00    0.00                 CtxStore<BinProbModel_Std>::operator[](unsigned int) const [56]
                0.00    0.00     994/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
-----------------------------------------------
                                                 <spontaneous>
[57]     0.6    0.00    0.00                 EncCfg::getQPForPicture(unsigned int, Slice const*) const [57]
                0.00    0.00     867/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00     108/176508      Analyze::printOut(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, ChromaFormat, bool, bool, bool, bool, bool, BitDepths const&, bool, bool) <cycle 1> [213]
                0.00    0.00     867/1378        RateCtrl::getRCPic() [187]
                0.00    0.00     867/918         EncLib::destroy() [198]
-----------------------------------------------
                                                 <spontaneous>
[58]     0.5    0.00    0.00                 df::program_options_lite::Option<GOPEntry>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [58]
                0.00    0.00     236/236         calcBlkGradientCore(int, int, int*, int*, int*, int*, int*, int&, int&, int&, int&, int&, int, int, int) [59]
                0.00    0.00       2/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00      20/866         df::program_options_lite::Option<ScalingListMode>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [201]
-----------------------------------------------
                0.00    0.00     236/236         df::program_options_lite::Option<GOPEntry>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [58]
[59]     0.5    0.00    0.00     236         calcBlkGradientCore(int, int, int*, int*, int*, int*, int*, int&, int&, int&, int&, int&, int, int, int) [59]
                0.00    0.00     688/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00     270/176508      AreaBuf<short>::addWeightedAvg(AreaBuf<short const> const&, AreaBuf<short const> const&, ClpRng const&, signed char) <cycle 1> [189]
-----------------------------------------------
                                                 <spontaneous>
[60]     0.5    0.00    0.00                 SMultiValueInput<int>::readValue(char const*&, bool&) [60]
                0.00    0.00     924/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00     462/3871        std::_Rb_tree_node<std::pair<int const, double> >* std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_copy<std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Reuse_or_alloc_node>(std::_Rb_tree_node<std::pair<int const, double> > const*, std::_Rb_tree_node_base*, std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Reuse_or_alloc_node&) [126]
                0.00    0.00     462/1061        RectSlice::~RectSlice() [192]
                0.00    0.00      16/193         PelStorage::getBuf(UnitArea const&) const [223]
-----------------------------------------------
                                                 <spontaneous>
[61]     0.5    0.00    0.00                 DeriveCtx::CtxSplit(CodingStructure const&, Partitioner&, unsigned int&, unsigned int&, unsigned int&, unsigned int&, unsigned int&, bool*) [61]
                0.00    0.00     907/176508      void simdFilter<(X86_VEXT)4, 2, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [170]
                0.00    0.00     150/4307        CoeffCodingContext::initSubblock(int, bool) [116]
-----------------------------------------------
                                                 <spontaneous>
[62]     0.5    0.00    0.00                 std::_Deque_iterator<Slice*, Slice*&, Slice**>::operator+(long) const [62]
                0.00    0.00     872/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
-----------------------------------------------
                                                 <spontaneous>
[63]     0.5    0.00    0.00                 ContextSetCfg::getInitTable(unsigned int) [63]
                0.00    0.00     868/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
-----------------------------------------------
                                                 <spontaneous>
[64]     0.5    0.00    0.00                 unsigned long RdCost::xGetSAD_NxN_SIMD<32, (X86_VEXT)4>(DistParam const&) [64]
                0.00    0.00     442/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00     399/176508      void simdFilter<(X86_VEXT)4, 2, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [170]
-----------------------------------------------
                                                 <spontaneous>
[65]     0.5    0.00    0.00                 std::vector<unsigned char, std::allocator<unsigned char> >::_M_default_append(unsigned long) [65]
                0.00    0.00     841/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
-----------------------------------------------
                                                 <spontaneous>
[66]     0.5    0.00    0.00                 unsigned long RdCost::xGetSAD_NxN_SIMD<8, (X86_VEXT)4>(DistParam const&) [66]
                0.00    0.00     828/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
-----------------------------------------------
                                                 <spontaneous>
[67]     0.4    0.00    0.00                 EncLib::xInitRPL(SPS&) [67]
                0.00    0.00     781/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
-----------------------------------------------
                                                 <spontaneous>
[68]     0.4    0.00    0.00                 EncGOP::xAttachSliceDataToNalUnit(OutputNALUnit&, OutputBitstream*) [68]
                0.00    0.00     734/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
-----------------------------------------------
                0.00    0.00     131/131         void std::vector<Level::Name, std::allocator<Level::Name> >::_M_realloc_insert<Level::Name const&>(__gnu_cxx::__normal_iterator<Level::Name*, std::vector<Level::Name, std::allocator<Level::Name> > >, Level::Name const&) [70]
[69]     0.4    0.00    0.00     131         SMultiValueInput<double>::readValue(char const*&, bool&) [69]
                0.00    0.00     786/3409        SMultiValueInput<unsigned short>::readValue(char const*&, bool&) [29]
                0.00    0.00     262/2112        APS::~APS() [184]
-----------------------------------------------
                                                 <spontaneous>
[70]     0.4    0.00    0.00                 void std::vector<Level::Name, std::allocator<Level::Name> >::_M_realloc_insert<Level::Name const&>(__gnu_cxx::__normal_iterator<Level::Name*, std::vector<Level::Name, std::allocator<Level::Name> > >, Level::Name const&) [70]
                0.00    0.00     131/131         SMultiValueInput<double>::readValue(char const*&, bool&) [69]
-----------------------------------------------
                0.00    0.00      10/10          void addBIOAvg4_SSE<(X86_VEXT)1>(short const*, int, short const*, int, short*, int, short const*, short const*, short const*, short const*, int, int, int, int, int, int, int, ClpRng const&) [72]
[71]     0.3    0.00    0.00      10         df::program_options_lite::Option<Level::Name>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [71]
                0.00    0.00     534/176508      AreaBuf<short>::addWeightedAvg(AreaBuf<short const> const&, AreaBuf<short const> const&, ClpRng const&, signed char) <cycle 1> [189]
                0.00    0.00      21/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00      10/176508      PU::getInterMergeCandidates(PredictionUnit const&, MergeCtx&, int, int const&) <cycle 1> [263]
                0.00    0.00       2/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00      10/10          PelStorage::getBuf(ComponentID) const [283]
-----------------------------------------------
                                                 <spontaneous>
[72]     0.3    0.00    0.00                 void addBIOAvg4_SSE<(X86_VEXT)1>(short const*, int, short const*, int, short*, int, short const*, short const*, short const*, short const*, int, int, int, int, int, int, int, ClpRng const&) [72]
                0.00    0.00      10/10          df::program_options_lite::Option<Level::Name>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [71]
-----------------------------------------------
                                                 <spontaneous>
[73]     0.3    0.00    0.00                 df::program_options_lite::Option<SMultiValueInput<int> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [73]
                0.00    0.00     462/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00     308/2112        APS::~APS() [184]
-----------------------------------------------
                                                 <spontaneous>
[74]     0.3    0.00    0.00                 std::vector<bool, std::allocator<bool> >::_M_insert_aux(std::_Bit_iterator, bool) [74]
                0.00    0.00     224/800         SMultiValueInput<unsigned int>::readValue(char const*&, bool&) [48]
-----------------------------------------------
                                                 <spontaneous>
[75]     0.2    0.00    0.00                 Exception& Exception::operator<< <unsigned long>(unsigned long) [75]
                0.00    0.00      51/823         CtxStore<BinProbModel_Std>::CtxStore(bool) [17]
                0.00    0.00      69/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00     816/3699        EncLib::xInitVPS(SPS const&) [179]
-----------------------------------------------
                                                 <spontaneous>
[76]     0.2    0.00    0.00                 DeriveCtx::CtxMipFlag(CodingUnit const&) [76]
                0.00    0.00     361/176508      void simdFilter<(X86_VEXT)4, 2, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [170]
-----------------------------------------------
                0.00    0.00       1/301         removeHighFreq(short*, int, short const*, int, int, int) [55]
                0.00    0.00      38/301         SMultiValueInput<Level::Name>::readValues(std::istream&) [108]
                0.00    0.00     262/301         df::program_options_lite::Option<SMultiValueInput<short> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [21]
[77]     0.2    0.00    0.00     301         df::program_options_lite::Option<unsigned int>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [77]
                0.00    0.00     338/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00     338/2112        APS::~APS() [184]
                0.00    0.00     338/338         RdCost::xGetSAD16(DistParam const&) [216]
                0.00    0.00       3/3           RdCost::xGetSAD32(DistParam const&) [295]
                0.00    0.00       3/3           PelStorage::getBuf(ComponentID) [294]
-----------------------------------------------
                0.00    0.00      55/55          SMultiValueInput<bool>::readValues(std::istream&) [40]
[78]     0.2    0.00    0.00      55         df::program_options_lite::Option<SMultiValueInput<unsigned int> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [78]
                0.00    0.00     262/3409        SMultiValueInput<unsigned short>::readValue(char const*&, bool&) [29]
                0.00    0.00      55/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00     262/2112        APS::~APS() [184]
-----------------------------------------------
                                                 <spontaneous>
[79]     0.2    0.00    0.00                 calcBIOSumsCore(short const*, short const*, short*, short*, short*, short*, int, int, int, int, int, int, int*, int*, int*, int*, int*) [79]
                0.00    0.00     270/176508      EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
-----------------------------------------------
                                                 <spontaneous>
[80]     0.1    0.00    0.00                 SMultiValueInput<unsigned short>::readValues(std::istream&) [80]
                0.00    0.00     262/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00    3286/3732        PelStorage::getBuf(CompArea const&) [177]
                0.00    0.00      24/193         PelStorage::getBuf(UnitArea const&) const [223]
-----------------------------------------------
                                                 <spontaneous>
[81]     0.1    0.00    0.00                 void simdFilter<(X86_VEXT)4, 8, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [81]
                0.00    0.00      10/10          void linTf_SSE_entry<(X86_VEXT)4, 8>(short const*, int, short*, int, int, int, int, int, int, ClpRng const&, bool) [82]
                0.00    0.00      48/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00       8/176508      void simdFilter<(X86_VEXT)3, 4, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [195]
-----------------------------------------------
                0.00    0.00      10/10          void simdFilter<(X86_VEXT)4, 8, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [81]
[82]     0.1    0.00    0.00      10         void linTf_SSE_entry<(X86_VEXT)4, 8>(short const*, int, short*, int, int, int, int, int, int, ClpRng const&, bool) [82]
                0.00    0.00     110/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00      70/176508      void simdFilter<(X86_VEXT)3, 4, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [195]
                0.00    0.00      11/176508      void InterpolationFilter::_initInterpolationFilterX86<(X86_VEXT)3>() <cycle 1> [238]
-----------------------------------------------
                0.00    0.00      51/51          Exception& Exception::operator<< <unsigned int>(unsigned int) [9]
[83]     0.1    0.00    0.00      51         EncLib::~EncLib() [83]
                0.00    0.00      51/989         EncLib::EncLib(EncLibCommon*) [30]
                0.00    0.00      51/3699        EncLib::xInitVPS(SPS const&) [179]
                0.00    0.00      25/51          EncAdaptiveLoopFilter::~EncAdaptiveLoopFilter() [239]
-----------------------------------------------
                                                 <spontaneous>
[84]     0.1    0.00    0.00                 unsigned long RdCost::xGetSAD_SIMD<(X86_VEXT)4>(DistParam const&) [84]
                0.00    0.00     110/176508      unsigned long RdCost::xGetSAD_NxN_SIMD<4, (X86_VEXT)4>(DistParam const&) <cycle 1> [176]
                0.00    0.00      38/176508      unsigned long RdCost::xGetHADs_SIMD<(X86_VEXT)4>(DistParam const&) <cycle 1> [182]
-----------------------------------------------
                                                 <spontaneous>
[85]     0.1    0.00    0.00                 void simdDeriveClassificationBlk<(X86_VEXT)4>(AlfClassifier**, int***, AreaBuf<short const> const&, Area const&, Area const&, int, int, int) [85]
                0.00    0.00      74/176508      void simdFilter<(X86_VEXT)3, 2, true, true, true>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [233]
                0.00    0.00      36/176508      void simdFilter<(X86_VEXT)3, 4, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [195]
                0.00    0.00      30/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00       2/176508      BinEncoderBase::getEstFracBits() const <cycle 1> [221]
-----------------------------------------------
                                                 <spontaneous>
[86]     0.1    0.00    0.00                 void simdFilter<(X86_VEXT)4, 4, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [86]
                0.00    0.00     102/176508      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00      38/176508      void simdFilter<(X86_VEXT)3, 4, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [195]
-----------------------------------------------
                                                 <spontaneous>
