Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                                                 <spontaneous>
[37]     0.4    0.00    0.00                 SMultiValueInput<bool>::readValues(std::istream&) [37]
                0.00    0.00     529/800         SMultiValueInput<unsigned int>::readValue(char const*&, bool&) [41]
                0.00    0.00     414/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                0.00    0.00     324/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00      55/55          df::program_options_lite::Option<SMultiValueInput<unsigned int> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [70]
-----------------------------------------------
                                  51             EncLib::EncLib(EncLibCommon*) [38]
                0.00    0.00       8/989         std::vector<unsigned short, std::allocator<unsigned short> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned long, unsigned short const&) [13]
                0.00    0.00      51/989         CtxStore<BinProbModel_Std>::CtxStore(bool) [15]
                0.00    0.00      72/989         ContextSetCfg::getInitTable(unsigned int) [43]
                0.00    0.00     858/989         CtxStore<BinProbModel_Std>::savePStates(std::vector<unsigned short, std::allocator<unsigned short> >&) const [16]
[38]     0.4    0.00    0.00     989+51      EncLib::EncLib(EncLibCommon*) [38]
                0.00    0.00     938/168142      EncLib::xInitSPS(SPS&) <cycle 1> [169]
                0.00    0.00     938/168142      EncLib::xInitVPS(SPS const&) <cycle 1> [172]
                0.00    0.00     102/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                0.00    0.00     938/2380        EncLib::init(AUWriterIf*) [179]
                0.00    0.00     938/1033        EncLib::APSNeedsWriting(int) [195]
                0.00    0.00      51/51          AdaptiveLoopFilter::~AdaptiveLoopFilter() [238]
                0.00    0.00      51/1476        EncLib::PPSNeedsWriting(int) [187]
                                  51             EncLib::EncLib(EncLibCommon*) [38]
-----------------------------------------------
                                                 <spontaneous>
[39]     0.4    0.00    0.00                 df::program_options_lite::Option<SMultiValueInput<bool> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [39]
                0.00    0.00    1402/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00     424/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                0.00    0.00     641/772         df::program_options_lite::Option<bool>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [207]
-----------------------------------------------
                                                 <spontaneous>
[40]     0.4    0.00    0.00                 CtxStore<BinProbModel_Std>::getFracBitsArray(unsigned int) const [40]
                0.00    0.00    1776/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
-----------------------------------------------
                0.00    0.00      47/800         applyPROFCore(short*, int, short const*, int, int, int, short const*, short const*, int, int const*, int const*, int, bool const&, int, short, ClpRng const&) [11]
                0.00    0.00     224/800         std::vector<bool, std::allocator<bool> >::_M_insert_aux(std::_Bit_iterator, bool) [64]
                0.00    0.00     529/800         SMultiValueInput<bool>::readValues(std::istream&) [37]
[41]     0.3    0.00    0.00     800         SMultiValueInput<unsigned int>::readValue(char const*&, bool&) [41]
                0.00    0.00    1600/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                0.00    0.00      39/39          SMultiValueInput<double>::readValues(std::istream&) [107]
-----------------------------------------------
                                                 <spontaneous>
[42]     0.3    0.00    0.00                 EncLib::destroy() [42]
                0.00    0.00    1446/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
-----------------------------------------------
                                                 <spontaneous>
[43]     0.3    0.00    0.00                 ContextSetCfg::getInitTable(unsigned int) [43]
                0.00    0.00    1066/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                0.00    0.00      72/989         EncLib::EncLib(EncLibCommon*) [38]
                0.00    0.00      72/168142      EncLib::xInitVPS(SPS const&) <cycle 1> [172]
-----------------------------------------------
                0.00    0.00       2/6           EfficientFieldIRAPMapping::restoreGOPid(int) [65]
                0.00    0.00       4/6           isPicEncoded(int, int, int, int, int) [35]
[44]     0.2    0.00    0.00       6         ParameterSetMap<APS>::allocatePS(int) [44]
                0.00    0.00     896/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                0.00    0.00     361/168142      Analyze::printOut(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, ChromaFormat, bool, bool, bool, bool, bool, BitDepths const&, bool, bool) <cycle 1> [216]
                0.00    0.00     511/2368        HRD::~HRD() [180]
-----------------------------------------------
                                                 <spontaneous>
[45]     0.2    0.00    0.00                 addBIOAvgCore(short const*, int, short const*, int, short*, int, short const*, short const*, short const*, short const*, int, int, int, int, int, int, int, ClpRng const&) [45]
                0.00    0.00    1070/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                0.00    0.00      78/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
-----------------------------------------------
                                                 <spontaneous>
[46]     0.2    0.00    0.00                 removeWeightHighFreq(short*, int, short const*, int, int, int, int, int) [46]
                0.00    0.00     890/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                0.00    0.00     234/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00     270/821         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [clone .constprop.0] [203]
-----------------------------------------------
                                                 <spontaneous>
[47]     0.2    0.00    0.00                 DeriveCtx::CtxQtCbf(ComponentID, bool, int) [47]
                0.00    0.00    1120/168142      void simdFilter<(X86_VEXT)4, 2, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [167]
-----------------------------------------------
                                                 <spontaneous>
[48]     0.2    0.00    0.00                 EncGOP::xClearSEIs(std::__cxx11::list<SEI*, std::allocator<SEI*> >&, bool) [48]
                0.00    0.00     957/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
-----------------------------------------------
                                                 <spontaneous>
[49]     0.2    0.00    0.00                 DeriveCtx::CtxIBCFlag(CodingUnit const&) [49]
                0.00    0.00     880/168142      void simdFilter<(X86_VEXT)4, 2, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [167]
                0.00    0.00      57/168142      RdCostWeightPrediction::xGetHADsw(DistParam const&) <cycle 1> [168]
-----------------------------------------------
                                                 <spontaneous>
[50]     0.2    0.00    0.00                 SMultiValueInput<int>::readValue(char const*&, bool&) [50]
                0.00    0.00     924/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00     462/3871        std::_Rb_tree_node<std::pair<int const, double> >* std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_copy<std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Reuse_or_alloc_node>(std::_Rb_tree_node<std::pair<int const, double> > const*, std::_Rb_tree_node_base*, std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Reuse_or_alloc_node&) [123]
                0.00    0.00     462/1061        ReferencePictureList::~ReferencePictureList() [194]
                0.00    0.00      16/193         PelStorage::getBuf(UnitArea const&) const [227]
-----------------------------------------------
                                                 <spontaneous>
[51]     0.2    0.00    0.00                 EfficientFieldIRAPMapping::initialize(bool, int, int, int, int, EncGOP*, EncCfg*) [51]
                0.00    0.00     840/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
-----------------------------------------------
                                                 <spontaneous>
[52]     0.2    0.00    0.00                 EncGOP::xUpdateRasInit(Slice*) [52]
                0.00    0.00     420/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                0.00    0.00     420/168142      RdCostWeightPrediction::xGetHADsw(DistParam const&) <cycle 1> [168]
-----------------------------------------------
                                                 <spontaneous>
[53]     0.2    0.00    0.00                 EncLib::xInitHrdParameters(SPS&) [53]
                0.00    0.00     781/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
-----------------------------------------------
                0.00    0.00     131/131         void std::vector<Level::Name, std::allocator<Level::Name> >::_M_realloc_insert<Level::Name const&>(__gnu_cxx::__normal_iterator<Level::Name*, std::vector<Level::Name, std::allocator<Level::Name> > >, Level::Name const&) [55]
[54]     0.1    0.00    0.00     131         SMultiValueInput<double>::readValue(char const*&, bool&) [54]
                0.00    0.00     786/3409        SMultiValueInput<unsigned short>::readValue(char const*&, bool&) [32]
                0.00    0.00     262/2113        APS::~APS() [181]
-----------------------------------------------
                                                 <spontaneous>
[55]     0.1    0.00    0.00                 void std::vector<Level::Name, std::allocator<Level::Name> >::_M_realloc_insert<Level::Name const&>(__gnu_cxx::__normal_iterator<Level::Name*, std::vector<Level::Name, std::allocator<Level::Name> > >, Level::Name const&) [55]
                0.00    0.00     131/131         SMultiValueInput<double>::readValue(char const*&, bool&) [54]
-----------------------------------------------
                                                 <spontaneous>
[56]     0.1    0.00    0.00                 df::program_options_lite::Option<GOPEntry>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [56]
                0.00    0.00     236/236         calcBlkGradientCore(int, int, int*, int*, int*, int*, int*, int&, int&, int&, int&, int&, int, int, int) [57]
                0.00    0.00       2/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00      20/866         df::program_options_lite::Option<ScalingListMode>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [202]
-----------------------------------------------
                0.00    0.00     236/236         df::program_options_lite::Option<GOPEntry>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [56]
[57]     0.1    0.00    0.00     236         calcBlkGradientCore(int, int, int*, int*, int*, int*, int*, int&, int&, int&, int&, int&, int, int, int) [57]
                0.00    0.00     688/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
-----------------------------------------------
                                                 <spontaneous>
[58]     0.1    0.00    0.00                 EncGOP::arrangeCompositeReference(Slice*, std::__cxx11::list<Picture*, std::allocator<Picture*> >&, int) [58]
                0.00    0.00     680/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                0.00    0.00       4/168142      RdCostWeightPrediction::xGetHADsw(DistParam const&) <cycle 1> [168]
-----------------------------------------------
                                                 <spontaneous>
[59]     0.1    0.00    0.00                 void calcBIOSums_SSE<(X86_VEXT)1>(short const*, short const*, short*, short*, short*, short*, int, int, int, int, int, int, int*, int*, int*, int*, int*) [59]
                0.00    0.00      10/10          df::program_options_lite::Option<Level::Name>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [60]
                0.00    0.00      50/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00      10/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                0.00    0.00      10/168142      EncGOP::compressGOP(int, int, std::__cxx11::list<Picture*, std::allocator<Picture*> >&, std::__cxx11::list<UnitBuf<short>*, std::allocator<UnitBuf<short>*> >&, bool, bool, InputColourSpaceConversion, bool, bool, bool, int) <cycle 1> [3]
                0.00    0.00      10/168142      EncGOP::EncGOP() <cycle 1> [204]
                0.00    0.00      10/168142      main <cycle 1> [157]
                0.00    0.00      10/168142      void simdFilter<(X86_VEXT)1, 2, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [246]
                0.00    0.00      10/11          SEIWriter::~SEIWriter() [266]
                0.00    0.00      10/8775        Slice::initEqualRef() [170]
-----------------------------------------------
                0.00    0.00      10/10          void calcBIOSums_SSE<(X86_VEXT)1>(short const*, short const*, short*, short*, short*, short*, int, int, int, int, int, int, int*, int*, int*, int*, int*) [59]
[60]     0.1    0.00    0.00      10         df::program_options_lite::Option<Level::Name>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [60]
                0.00    0.00     534/168142      AreaBuf<short>::addWeightedAvg(AreaBuf<short const> const&, AreaBuf<short const> const&, ClpRng const&, signed char) <cycle 1> [189]
                0.00    0.00      21/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                0.00    0.00      10/13          PU::getInterMergeCandidates(PredictionUnit const&, MergeCtx&, int, int const&) [127]
                0.00    0.00       2/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00      10/10          PelStorage::getBuf(ComponentID) const [279]
-----------------------------------------------
                                                 <spontaneous>
[61]     0.1    0.00    0.00                 EfficientFieldIRAPMapping::adjustGOPid(int) [61]
                0.00    0.00     550/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
-----------------------------------------------
                                                 <spontaneous>
[62]     0.1    0.00    0.00                 std::vector<short, std::allocator<short> >::_M_default_append(unsigned long) [62]
                0.00    0.00     465/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
-----------------------------------------------
                                                 <spontaneous>
[63]     0.1    0.00    0.00                 df::program_options_lite::Option<SMultiValueInput<int> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [63]
                0.00    0.00     462/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00     308/2113        APS::~APS() [181]
-----------------------------------------------
                                                 <spontaneous>
[64]     0.1    0.00    0.00                 std::vector<bool, std::allocator<bool> >::_M_insert_aux(std::_Bit_iterator, bool) [64]
                0.00    0.00     224/800         SMultiValueInput<unsigned int>::readValue(char const*&, bool&) [41]
-----------------------------------------------
                                                 <spontaneous>
[65]     0.1    0.00    0.00                 EfficientFieldIRAPMapping::restoreGOPid(int) [65]
                0.00    0.00       2/6           ParameterSetMap<APS>::allocatePS(int) [44]
                0.00    0.00       2/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
-----------------------------------------------
                                                 <spontaneous>
[66]     0.1    0.00    0.00                 EncLib::xInitPicHeader(PicHeader&, SPS const&, PPS const&) [66]
                0.00    0.00     416/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
-----------------------------------------------
                0.00    0.00      38/300         SMultiValueInput<Level::Name>::readValues(std::istream&) [105]
                0.00    0.00     262/300         df::program_options_lite::Option<SMultiValueInput<short> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [23]
[67]     0.1    0.00    0.00     300         df::program_options_lite::Option<unsigned int>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [67]
                0.00    0.00     338/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00     338/2113        APS::~APS() [181]
                0.00    0.00     338/338         RdCost::xGetSAD16(DistParam const&) [218]
                0.00    0.00       3/3           RdCost::xGetSAD32(DistParam const&) [291]
                0.00    0.00       3/3           PelStorage::~PelStorage() [289]
-----------------------------------------------
                                                 <spontaneous>
[68]     0.1    0.00    0.00                 void simdFilter<(X86_VEXT)4, 8, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [68]
                0.00    0.00      10/10          void linTf_SSE_entry<(X86_VEXT)4, 8>(short const*, int, short*, int, int, int, int, int, int, ClpRng const&, bool) [69]
                0.00    0.00      10/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
-----------------------------------------------
                0.00    0.00      10/10          void simdFilter<(X86_VEXT)4, 8, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [68]
[69]     0.1    0.00    0.00      10         void linTf_SSE_entry<(X86_VEXT)4, 8>(short const*, int, short*, int, int, int, int, int, int, ClpRng const&, bool) [69]
                0.00    0.00     175/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00     135/168142      void simdFilter<(X86_VEXT)3, 4, false, true, true>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [197]
                0.00    0.00      11/168142      void simdFilter<(X86_VEXT)3, 4, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [229]
-----------------------------------------------
                0.00    0.00      55/55          SMultiValueInput<bool>::readValues(std::istream&) [37]
[70]     0.1    0.00    0.00      55         df::program_options_lite::Option<SMultiValueInput<unsigned int> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [70]
                0.00    0.00     262/3409        SMultiValueInput<unsigned short>::readValue(char const*&, bool&) [32]
                0.00    0.00      55/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                0.00    0.00     262/2113        APS::~APS() [181]
-----------------------------------------------
                                                 <spontaneous>
[71]     0.1    0.00    0.00                 Ctx::Ctx() [71]
                0.00    0.00     294/168142      EncLib::xInitSPS(SPS&) <cycle 1> [169]
                0.00    0.00     123/2380        EncLib::init(AUWriterIf*) [179]
-----------------------------------------------
                                                 <spontaneous>
[72]     0.1    0.00    0.00                 calcBIOSumsCore(short const*, short const*, short*, short*, short*, short*, int, int, int, int, int, int, int*, int*, int*, int*, int*) [72]
                0.00    0.00     270/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
-----------------------------------------------
                                                 <spontaneous>
[73]     0.1    0.00    0.00                 SAOOffset::operator=(SAOOffset const&) [73]
                0.00    0.00     265/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
-----------------------------------------------
                                                 <spontaneous>
[74]     0.1    0.00    0.00                 SMultiValueInput<unsigned short>::readValues(std::istream&) [74]
                0.00    0.00     262/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00    3286/3732        PelStorage::getBuf(CompArea const&) [175]
                0.00    0.00      24/193         PelStorage::getBuf(UnitArea const&) const [227]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<BinProbModel_Std, std::allocator<BinProbModel_Std> >::_M_default_append(unsigned long) [5]
[75]     0.0    0.00    0.00      40         Exception& Exception::operator<< <unsigned int>(unsigned int) [75]
                0.00    0.00      51/823         CtxSet::CtxSet(std::initializer_list<CtxSet>) [33]
                0.00    0.00      63/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                0.00    0.00       6/168142      void simdFilter<(X86_VEXT)4, 2, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [167]
-----------------------------------------------
                                                 <spontaneous>
[76]     0.0    0.00    0.00                 DeriveCtx::CtxSkipFlag(CodingUnit const&) [76]
                0.00    0.00     240/168142      void simdFilter<(X86_VEXT)4, 2, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [167]
-----------------------------------------------
                                                 <spontaneous>
[77]     0.0    0.00    0.00                 CoeffCodingContext::deriveRiceExt(int, int const*, int) [77]
                0.00    0.00     210/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
-----------------------------------------------
                                                 <spontaneous>
[78]     0.0    0.00    0.00                 void simdEqualCoeffComputer<(X86_VEXT)1>(short*, int, int**, int, long (*) [7], int, int, bool) [78]
                0.00    0.00      80/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00      75/168142      BinEncoderBase::getEstFracBits() const <cycle 1> [225]
                0.00    0.00      40/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                0.00    0.00      10/168142      void simdDeriveClassificationBlk<(X86_VEXT)1>(AlfClassifier**, int***, AreaBuf<short const> const&, Area const&, Area const&, int, int, int) <cycle 1> [256]
-----------------------------------------------
                                                 <spontaneous>
[79]     0.0    0.00    0.00                 EncGOP::xUpdateDuInfoSEI(std::__cxx11::list<SEI*, std::allocator<SEI*> >&, SEIPictureTiming*, int) [79]
                0.00    0.00     183/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
-----------------------------------------------
                                                 <spontaneous>
[80]     0.0    0.00    0.00                 EncCfg::getQPForPicture(unsigned int, Slice const*) const [80]
                0.00    0.00     148/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
-----------------------------------------------
                                                 <spontaneous>
[81]     0.0    0.00    0.00                 void simdDeriveClassificationBlk<(X86_VEXT)4>(AlfClassifier**, int***, AreaBuf<short const> const&, Area const&, Area const&, int, int, int) [81]
                0.00    0.00      74/168142      void simdFilter<(X86_VEXT)3, 4, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [229]
                0.00    0.00      36/168142      void simdFilter<(X86_VEXT)3, 4, false, true, true>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [197]
                0.00    0.00      32/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
-----------------------------------------------
                                                 <spontaneous>
[82]     0.0    0.00    0.00                 SMultiValueInput<short>::readValues(std::istream&) [82]
                0.00    0.00     131/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
-----------------------------------------------
                                                 <spontaneous>
[83]     0.0    0.00    0.00                 void simdFilter<(X86_VEXT)1, 8, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [83]
                0.00    0.00     120/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00      10/12          void simdFilter<(X86_VEXT)1, 4, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [262]
                0.00    0.00      10/10          SampleAdaptiveOffset::offsetCTU(UnitArea const&, UnitBuf<short const> const&, UnitBuf<short>&, SAOBlkParam&, CodingStructure&) [276]
                0.00    0.00       7/7           void simdFilter<(X86_VEXT)1, 2, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [281]
-----------------------------------------------
                                                 <spontaneous>
[84]     0.0    0.00    0.00                 void simdFilter<(X86_VEXT)4, 8, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [84]
                0.00    0.00      92/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00       9/168142      void simdFilter<(X86_VEXT)3, 4, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [229]
                0.00    0.00       1/168142      void simdFilter<(X86_VEXT)3, 4, false, true, true>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [197]
-----------------------------------------------
                                                 <spontaneous>
[85]     0.0    0.00    0.00                 BinProbModel_Std::init(int, int) [85]
                0.00    0.00      99/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
-----------------------------------------------
                                                 <spontaneous>
[86]     0.0    0.00    0.00                 void simdFilter<(X86_VEXT)4, 8, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [86]
                0.00    0.00      82/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00       9/168142      void simdFilter<(X86_VEXT)3, 4, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [229]
-----------------------------------------------
                                                 <spontaneous>
[87]     0.0    0.00    0.00                 EncGOP::xGetBuffer(std::__cxx11::list<Picture*, std::allocator<Picture*> >&, std::__cxx11::list<UnitBuf<short>*, std::allocator<UnitBuf<short>*> >&, int, int, Picture*&, int, bool) [87]
                0.00    0.00      90/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
-----------------------------------------------
                                                 <spontaneous>
[88]     0.0    0.00    0.00                 void simdFilterCopy<(X86_VEXT)1, false, false>(ClpRng const&, short const*, int, short*, int, int, int, bool) [88]
                0.00    0.00      10/10          void linTf_SSE_entry<(X86_VEXT)1, 8>(short const*, int, short*, int, int, int, int, int, int, ClpRng const&, bool) [93]
                0.00    0.00      20/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
-----------------------------------------------
                                                 <spontaneous>
[89]     0.0    0.00    0.00                 void paddingSimd<(X86_VEXT)1>(short*, int, int, int, int) [89]
                0.00    0.00      10/10          void linTf_SSE_entry<(X86_VEXT)1, 4>(short const*, int, short*, int, int, int, int, int, int, ClpRng const&, bool) [98]
                0.00    0.00      10/168142      EncGOP::EncGOP() <cycle 1> [204]
                0.00    0.00      10/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00      10/168142      EncLib::xInitSPS(SPS&) <cycle 1> [169]
-----------------------------------------------
                                                 <spontaneous>
[90]     0.0    0.00    0.00                 void simdFilter<(X86_VEXT)4, 4, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [90]
                0.00    0.00      54/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00      20/168142      void simdFilter<(X86_VEXT)3, 4, false, true, true>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [197]
-----------------------------------------------
                                                 <spontaneous>
[91]     0.0    0.00    0.00                 Ctx::Ctx(Ctx const&) [91]
                0.00    0.00      72/168142      EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
-----------------------------------------------
                                                 <spontaneous>
[92]     0.0    0.00    0.00                 TBinEncoder<BinProbModel_Std>::~TBinEncoder() [92]
                0.00    0.00      71/168142      BinEncoderBase::getEstFracBits() const <cycle 1> [225]
                0.00    0.00       1/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
-----------------------------------------------
                0.00    0.00      10/10          void simdFilterCopy<(X86_VEXT)1, false, false>(ClpRng const&, short const*, int, short*, int, int, int, bool) [88]
[93]     0.0    0.00    0.00      10         void linTf_SSE_entry<(X86_VEXT)1, 8>(short const*, int, short*, int, int, int, int, int, int, ClpRng const&, bool) [93]
                0.00    0.00      30/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00      10/168142      PPS::~PPS() <cycle 1> [263]
                0.00    0.00      10/168142      SampleAdaptiveOffset::deriveLoopFilterBoundaryAvailibility(CodingStructure&, Position const&, bool&, bool&, bool&, bool&, bool&, bool&, bool&, bool&) const <cycle 1> [257]
                0.00    0.00      10/168142      BinEncoderBase::getEstFracBits() const <cycle 1> [225]
                0.00    0.00      10/10          void simdFilter7x7Blk<(X86_VEXT)1>(AlfClassifier**, UnitBuf<short> const&, UnitBuf<short const> const&, Area const&, Area const&, ComponentID, short const*, short const*, ClpRng const&, CodingStructure&, int, int) [145]
                0.00    0.00      20/39          Slice::setDefaultClpRng(SPS const&) [243]
                0.00    0.00      10/10          void gradFilter_SSE<(X86_VEXT)1, false>(short*, int, int, int, int, short*, short*, int) [272]
-----------------------------------------------
                0.00    0.00      10/10          void gradFilter_SSE<(X86_VEXT)1, true>(short*, int, int, int, int, short*, short*, int) [95]
[94]     0.0    0.00    0.00      10         EncGOP::xCreateExplicitReferencePictureSetFromReference(Slice*, std::__cxx11::list<Picture*, std::allocator<Picture*> >&, ReferencePictureList const*, ReferencePictureList const*) [94]
                0.00    0.00      40/168142      BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
